temp,soil,crop
33,625,"Rice,Pepper,Sugar beet ,Sunflower"
33,626,"Rice,Pepper,Sugar beet ,Sunflower"
33,627,"Rice,Pepper,Sugar beet ,Sunflower"
33,628,"Rice,Pepper,Sugar beet ,Sunflower"
33,629,"Rice,Pepper,Sugar beet ,Sunflower"
33,630,"Rice,Pepper,Sugar beet ,Sunflower"
33,631,"Rice,Pepper,Sugar beet ,Sunflower"
33,632,"Rice,Pepper,Sugar beet ,Sunflower"
33,633,"Rice,Pepper,Sugar beet ,Sunflower"
33,634,"Rice,Pepper,Sugar beet ,Sunflower"
33,635,"Rice,Pepper,Sugar beet ,Sunflower"
33,636,"Rice,Pepper,Sugar beet ,Sunflower"
33,637,"Rice,Pepper,Sugar beet ,Sunflower"
33,638,"Rice,Pepper,Sugar beet ,Sunflower"
33,639,"Rice,Pepper,Sugar beet ,Sunflower"
33,640,"Rice,Pepper,Sugar beet ,Sunflower"
33,641,"Rice,Pepper,Sugar beet ,Sunflower"
33,642,"Rice,Pepper,Sugar beet ,Sunflower"
33,643,"Rice,Pepper,Sugar beet ,Sunflower"
33,644,"Rice,Pepper,Sugar beet ,Sunflower"
33,645,"Rice,Pepper,Sugar beet ,Sunflower"
33,646,"Rice,Pepper,Sugar beet ,Sunflower"
33,647,"Rice,Pepper,Sugar beet ,Sunflower"
33,648,"Rice,Pepper,Sugar beet ,Sunflower"
33,649,"Rice,Pepper,Sugar beet ,Sunflower"
33,650,"Rice,Pepper,Sugar beet ,Sunflower"
33,651,"Rice,Pepper,Sugar beet ,Sunflower"
33,652,"Rice,Pepper,Sugar beet ,Sunflower"
33,653,"Rice,Pepper,Sugar beet ,Sunflower"
33,654,"Rice,Pepper,Sugar beet ,Sunflower"
33,655,"Rice,Pepper,Sugar beet ,Sunflower"
33,656,"Rice,Pepper,Sugar beet ,Sunflower"
33,657,"Rice,Pepper,Sugar beet ,Sunflower"
33,658,"Rice,Pepper,Sugar beet ,Sunflower"
33,659,"Rice,Pepper,Sugar beet ,Sunflower"
33,660,"Rice,Pepper,Sugar beet ,Sunflower"
33,661,"Rice,Pepper,Sugar beet ,Sunflower"
33,662,"Rice,Pepper,Sugar beet ,Sunflower"
33,663,"Rice,Pepper,Sugar beet ,Sunflower"
33,664,"Rice,Pepper,Sugar beet ,Sunflower"
33,665,"Rice,Pepper,Sugar beet ,Sunflower"
33,666,"Rice,Pepper,Sugar beet ,Sunflower"
33,667,"Rice,Pepper,Sugar beet ,Sunflower"
33,668,"Rice,Pepper,Sugar beet ,Sunflower"
33,669,"Rice,Pepper,Sugar beet ,Sunflower"
33,670,"Rice,Pepper,Sugar beet ,Sunflower"
33,671,"Rice,Pepper,Sugar beet ,Sunflower"
33,672,"Rice,Pepper,Sugar beet ,Sunflower"
33,673,"Rice,Pepper,Sugar beet ,Sunflower"
33,674,"Rice,Pepper,Sugar beet ,Sunflower"
33,675,"Rice,Pepper,Sugar beet ,Sunflower"
33,676,"Rice,Pepper,Sugar beet ,Sunflower"
33,677,"Rice,Pepper,Sugar beet ,Sunflower"
33,678,"Rice,Pepper,Sugar beet ,Sunflower"
33,679,"Rice,Pepper,Sugar beet ,Sunflower"
33,680,"Rice,Pepper,Sugar beet ,Sunflower"
33,681,"Rice,Pepper,Sugar beet ,Sunflower"
33,682,"Rice,Pepper,Sugar beet ,Sunflower"
33,683,"Rice,Pepper,Sugar beet ,Sunflower"
33,684,"Rice,Pepper,Sugar beet ,Sunflower"
33,685,"Rice,Pepper,Sugar beet ,Sunflower"
33,686,"Rice,Pepper,Sugar beet ,Sunflower"
33,687,"Rice,Pepper,Sugar beet ,Sunflower"
33,688,"Rice,Pepper,Sugar beet ,Sunflower"
33,689,"Rice,Pepper,Sugar beet ,Sunflower"
33,690,"Rice,Pepper,Sugar beet ,Sunflower"
33,691,"Rice,Pepper,Sugar beet ,Sunflower"
33,692,"Rice,Pepper,Sugar beet ,Sunflower"
33,693,"Rice,Pepper,Sugar beet ,Sunflower"
33,694,"Rice,Pepper,Sugar beet ,Sunflower"
33,695,"Rice,Pepper,Sugar beet ,Sunflower"
33,696,"Rice,Pepper,Sugar beet ,Sunflower"
33,697,"Rice,Pepper,Sugar beet ,Sunflower"
33,698,"Rice,Pepper,Sugar beet ,Sunflower"
33,699,"Rice,Pepper,Sugar beet ,Sunflower"
33,700,"Rice,Pepper,Sugar beet ,Sunflower"
33,701,"Sugar beat,Sunflower"
33,702,"Sugar beat,Sunflower"
33,703,"Sugar beat,Sunflower"
33,704,"Sugar beat,Sunflower"
33,705,"Sugar beat,Sunflower"
33,706,"Sugar beat,Sunflower"
33,707,"Sugar beat,Sunflower"
33,708,"Sugar beat,Sunflower"
33,709,"Sugar beat,Sunflower"
33,710,"Sugar beat,Sunflower"
33,711,"Sugar beat,Sunflower"
33,712,"Sugar beat,Sunflower"
33,713,"Sugar beat,Sunflower"
33,714,"Sugar beat,Sunflower"
33,715,"Sugar beat,Sunflower"
33,716,"Sugar beat,Sunflower"
33,717,"Sugar beat,Sunflower"
33,718,"Sugar beat,Sunflower"
33,719,"Sugar beat,Sunflower"
33,720,"Sugar beat,Sunflower"
33,721,"Sugar beat,Sunflower"
33,722,"Sugar beat,Sunflower"
33,723,"Sugar beat,Sunflower"
33,724,"Sugar beat,Sunflower"
33,725,"Sugar beat,Sunflower"
33,726,"Sugar beat,Sunflower"
33,727,"Sugar beat,Sunflower"
33,728,"Sugar beat,Sunflower"
33,729,"Sugar beat,Sunflower"
33,730,"Sugar beat,Sunflower"
33,731,"Sugar beat,Sunflower"
33,732,"Sugar beat,Sunflower"
33,733,"Sugar beat,Sunflower"
33,734,"Sugar beat,Sunflower"
33,735,"Sugar beat,Sunflower"
33,736,"Sugar beat,Sunflower"
33,737,"Sugar beat,Sunflower"
33,738,"Sugar beat,Sunflower"
33,739,"Sugar beat,Sunflower"
33,740,"Sugar beat,Sunflower"
33,741,"Sugar beat,Sunflower"
33,742,"Sugar beat,Sunflower"
33,743,"Sugar beat,Sunflower"
33,744,"Sugar beat,Sunflower"
33,745,"Sugar beat,Sunflower"
33,746,"Sugar beat,Sunflower"
33,747,"Sugar beat,Sunflower"
33,748,"Sugar beat,Sunflower"
33,749,"Sugar beat,Sunflower"
33,750,"Sugar beat,Sunflower"
33,751,"Sugar beat,Sunflower"
33,752,"Sugar beat,Sunflower"
33,753,"Sugar beat,Sunflower"
33,754,"Sugar beat,Sunflower"
33,755,"Sugar beat,Sunflower"
33,756,"Sugar beat,Sunflower"
33,757,"Sugar beat,Sunflower"
33,758,"Sugar beat,Sunflower"
33,759,"Sugar beat,Sunflower"
33,760,"Sugar beat,Sunflower"
33,761,"Sugar beat,Sunflower"
33,762,"Sugar beat,Sunflower"
33,763,"Sugar beat,Sunflower"
33,764,"Sugar beat,Sunflower"
33,765,"Sugar beat,Sunflower"
33,766,"Sugar beat,Sunflower"
33,767,"Sugar beat,Sunflower"
33,768,"Sugar beat,Sunflower"
33,769,"Sugar beat,Sunflower"
33,770,"Sugar beat,Sunflower"
33,771,"Sugar beat,Sunflower"
33,772,"Sugar beat,Sunflower"
33,773,"Sugar beat,Sunflower"
33,774,"Sugar beat,Sunflower"
33,775,"Sugar beat,Sunflower"
33,776,"Sugar beat,Sunflower"
33,777,"Sugar beat,Sunflower"
33,778,"Sugar beat,Sunflower"
33,779,"Sugar beat,Sunflower"
33,780,"Sugar beat,Sunflower"
33,781,"Sugar beat,Sunflower"
33,782,"Sugar beat,Sunflower"
33,783,"Sugar beat,Sunflower"
33,784,"Sugar beat,Sunflower"
33,785,"Sugar beat,Sunflower"
33,786,"Sugar beat,Sunflower"
33,787,"Sugar beat,Sunflower"
33,788,"Sugar beat,Sunflower"
33,789,"Sugar beat,Sunflower"
33,790,"Sugar beat,Sunflower"
33,791,"Sugar beat,Sunflower"
33,792,"Sugar beat,Sunflower"
33,793,"Sugar beat,Sunflower"
33,794,"Sugar beat,Sunflower"
33,795,"Sugar beat,Sunflower"
33,796,"Sugar beat,Sunflower"
33,797,"Sugar beat,Sunflower"
33,798,"Sugar beat,Sunflower"
33,799,"Sugar beat,Sunflower"
33,800,"Sugar beat,Sunflower,Alfalfa"
33,801,"Sugar beat,Sunflower,Alfalfa"
33,802,"Sugar beat,Sunflower,Alfalfa"
33,803,"Sugar beat,Sunflower,Alfalfa"
33,804,"Sugar beat,Sunflower,Alfalfa"
33,805,"Sugar beat,Sunflower,Alfalfa"
33,806,"Sugar beat,Sunflower,Alfalfa"
33,807,"Sugar beat,Sunflower,Alfalfa"
33,808,"Sugar beat,Sunflower,Alfalfa"
33,809,"Sugar beat,Sunflower,Alfalfa"
33,810,"Sugar beat,Sunflower,Alfalfa"
33,811,"Sugar beat,Sunflower,Alfalfa"
33,812,"Sugar beat,Sunflower,Alfalfa"
33,813,"Sugar beat,Sunflower,Alfalfa"
33,814,"Sugar beat,Sunflower,Alfalfa"
33,815,"Sugar beat,Sunflower,Alfalfa"
33,816,"Sugar beat,Sunflower,Alfalfa"
33,817,"Sugar beat,Sunflower,Alfalfa"
33,818,"Sugar beat,Sunflower,Alfalfa"
33,819,"Sugar beat,Sunflower,Alfalfa"
33,820,"Sugar beat,Sunflower,Alfalfa"
33,821,"Sugar beat,Sunflower,Alfalfa"
33,822,"Sugar beat,Sunflower,Alfalfa"
33,823,"Sugar beat,Sunflower,Alfalfa"
33,824,"Sugar beat,Sunflower,Alfalfa"
33,825,"Sugar beat,Sunflower,Alfalfa"
33,826,"Sugar beat,Sunflower,Alfalfa"
33,827,"Sugar beat,Sunflower,Alfalfa"
33,828,"Sugar beat,Sunflower,Alfalfa"
33,829,"Sugar beat,Sunflower,Alfalfa"
33,830,"Sugar beat,Sunflower,Alfalfa"
33,831,"Sugar beat,Sunflower,Alfalfa"
33,832,"Sugar beat,Sunflower,Alfalfa"
33,833,"Sugar beat,Sunflower,Alfalfa"
33,834,"Sugar beat,Sunflower,Alfalfa"
33,835,"Sugar beat,Sunflower,Alfalfa"
33,836,"Sugar beat,Sunflower,Alfalfa"
33,837,"Sugar beat,Sunflower,Alfalfa"
33,838,"Sugar beat,Sunflower,Alfalfa"
33,839,"Sugar beat,Sunflower,Alfalfa"
33,840,"Sugar beat,Sunflower,Alfalfa"
33,841,"Sugar beat,Sunflower,Alfalfa"
33,842,"Sugar beat,Sunflower,Alfalfa"
33,843,"Sugar beat,Sunflower,Alfalfa"
33,844,"Sugar beat,Sunflower,Alfalfa"
33,845,"Sugar beat,Sunflower,Alfalfa"
33,846,"Sugar beat,Sunflower,Alfalfa"
33,847,"Sugar beat,Sunflower,Alfalfa"
33,848,"Sugar beat,Sunflower,Alfalfa"
33,849,"Sugar beat,Sunflower,Alfalfa"
33,850,"Sugar beat,Sunflower,Alfalfa"
34,318,Bean
34,319,Bean
34,320,Bean
34,321,Bean
34,322,Bean
34,323,Bean
34,324,Bean
34,325,Bean
34,326,Bean
34,327,Bean
34,328,Bean
34,329,Bean
34,330,Bean
34,331,Bean
34,332,Bean
34,333,Bean
34,334,Bean
34,335,Bean
34,336,Bean
34,337,Bean
34,338,Bean
34,339,Bean
34,340,Bean
34,341,Bean
34,342,Bean
34,343,Bean
34,344,Bean
34,345,Bean
34,346,Bean
34,347,Bean
34,348,Bean
34,349,Bean
34,350,"Bean,Pepper"
34,351,"Bean,Pepper"
34,352,"Bean,Pepper"
34,353,"Bean,Pepper"
34,354,"Bean,Pepper"
34,355,"Bean,Pepper"
34,356,"Bean,Pepper"
34,357,"Bean,Pepper"
34,358,"Bean,Pepper"
34,359,"Bean,Pepper"
34,360,"Bean,Pepper"
34,361,"Bean,Pepper"
34,362,"Bean,Pepper"
34,363,"Bean,Pepper"
34,364,"Bean,Pepper"
34,365,"Bean,Pepper"
34,366,"Bean,Pepper"
34,367,"Bean,Pepper"
34,368,"Bean,Pepper"
34,369,"Bean,Pepper"
34,370,"Bean,Pepper"
34,371,"Bean,Pepper"
34,372,"Bean,Pepper"
34,373,"Bean,Pepper"
34,374,"Bean,Pepper"
34,375,"Bean,Pepper"
34,376,"Bean,Pepper"
34,377,"Bean,Pepper"
34,378,"Bean,Pepper"
34,379,"Bean,Pepper"
34,380,"Bean,Pepper"
34,381,"Bean,Pepper"
34,382,"Bean,Pepper"
34,383,"Bean,Pepper"
34,384,"Bean,Pepper"
34,385,"Bean,Pepper"
34,386,"Bean,Pepper"
34,387,"Bean,Pepper"
34,388,"Bean,Pepper"
34,389,"Bean,Pepper"
34,390,"Bean,Pepper"
34,391,"Bean,Pepper"
34,392,"Bean,Pepper"
34,393,"Bean,Pepper"
34,394,"Bean,Pepper"
34,395,"Bean,Pepper"
34,396,"Bean,Pepper"
34,397,"Bean,Pepper"
34,398,"Bean,Pepper"
34,399,"Bean,Pepper"
34,400,"Bean,Pepper"
34,401,"Bean,Pepper"
34,402,"Bean,Pepper"
34,403,"Bean,Pepper"
34,404,"Bean,Pepper"
34,405,"Bean,Pepper"
34,406,"Bean,Pepper"
34,407,"Bean,Pepper"
34,408,"Bean,Pepper"
34,409,"Bean,Pepper"
34,410,"Bean,Pepper"
34,411,"Bean,Pepper"
34,412,"Bean,Pepper"
34,413,"Bean,Pepper"
34,414,"Bean,Pepper"
34,415,"Bean,Pepper"
34,416,"Bean,Pepper"
34,417,"Bean,Pepper"
34,418,"Bean,Pepper"
34,419,"Bean,Pepper"
34,420,"Bean,Pepper"
34,421,"Bean,Pepper"
34,422,"Bean,Pepper"
34,423,"Bean,Pepper"
34,424,"Bean,Pepper"
34,425,"Bean,Pepper"
34,426,"Bean,Pepper"
34,427,"Bean,Pepper"
34,428,"Bean,Pepper"
34,429,"Bean,Pepper"
34,430,"Bean,Pepper"
34,431,"Bean,Pepper"
34,432,"Bean,Pepper"
34,433,"Bean,Pepper"
34,434,"Bean,Pepper"
34,435,"Bean,Pepper"
34,436,"Bean,Pepper"
34,437,"Bean,Pepper"
34,438,"Bean,Pepper"
34,439,"Bean,Pepper"
34,440,"Bean,Pepper"
34,441,"Bean,Pepper"
34,442,"Bean,Pepper"
34,443,"Bean,Pepper"
34,444,"Bean,Pepper"
34,445,"Bean,Pepper"
34,446,"Bean,Pepper"
34,447,"Bean,Pepper"
34,448,"Bean,Pepper"
34,449,"Bean,Pepper,Rice"
34,450,"Bean,Pepper,Rice"
34,451,"Bean,Pepper,Rice"
34,452,"Bean,Pepper,Rice"
34,453,"Bean,Pepper,Rice"
34,454,"Bean,Pepper,Rice"
34,455,"Bean,Pepper,Rice"
34,456,"Bean,Pepper,Rice"
34,457,"Bean,Pepper,Rice"
34,458,"Bean,Pepper,Rice"
34,459,"Bean,Pepper,Rice"
34,460,"Bean,Pepper,Rice"
34,461,"Bean,Pepper,Rice"
34,462,"Bean,Pepper,Rice"
34,463,"Bean,Pepper,Rice"
34,464,"Bean,Pepper,Rice"
34,465,"Bean,Pepper,Rice"
34,466,"Bean,Pepper,Rice"
34,467,"Bean,Pepper,Rice"
34,468,"Bean,Pepper,Rice"
34,469,"Bean,Pepper,Rice"
34,470,"Bean,Pepper,Rice"
34,471,"Bean,Pepper,Rice"
34,472,"Bean,Pepper,Rice"
34,473,"Bean,Pepper,Rice"
34,474,"Bean,Pepper,Rice"
34,475,"Bean,Pepper,Rice"
34,476,"Bean,Pepper,Rice"
34,477,"Bean,Pepper,Rice"
34,478,"Bean,Pepper,Rice"
34,479,"Bean,Pepper,Rice"
34,480,"Bean,Pepper,Rice"
34,481,"Bean,Pepper,Rice"
34,482,"Bean,Pepper,Rice"
34,483,"Bean,Pepper,Rice"
34,484,"Bean,Pepper,Rice"
34,485,"Bean,Pepper,Rice"
34,486,"Bean,Pepper,Rice"
34,487,"Bean,Pepper,Rice"
34,488,"Bean,Pepper,Rice"
34,489,"Bean,Pepper,Rice"
34,490,"Bean,Pepper,Rice"
34,491,"Bean,Pepper,Rice"
34,492,"Bean,Pepper,Rice"
34,493,"Bean,Pepper,Rice"
34,494,"Bean,Pepper,Rice"
34,495,"Bean,Pepper,Rice"
34,496,"Bean,Pepper,Rice"
34,497,"Bean,Pepper,Rice"
34,498,"Bean,Pepper,Rice"
34,499,"Bean,Pepper,Rice"
34,500,"Bean,Pepper,Rice"
34,501,"Pepper,Rice"
34,502,"Pepper,Rice"
34,503,"Pepper,Rice"
34,504,"Pepper,Rice"
34,505,"Pepper,Rice"
34,506,"Pepper,Rice"
34,507,"Pepper,Rice"
34,508,"Pepper,Rice"
34,509,"Pepper,Rice"
34,510,"Pepper,Rice"
34,511,"Pepper,Rice"
34,512,"Pepper,Rice"
34,513,"Pepper,Rice"
34,514,"Pepper,Rice"
34,515,"Pepper,Rice"
34,516,"Pepper,Rice"
34,517,"Pepper,Rice"
34,518,"Pepper,Rice"
34,519,"Pepper,Rice"
34,520,"Pepper,Rice"
34,521,"Pepper,Rice"
34,522,"Pepper,Rice"
34,523,"Pepper,Rice"
34,524,"Pepper,Rice"
34,525,"Pepper,Rice"
34,526,"Pepper,Rice"
34,527,"Pepper,Rice"
34,528,"Pepper,Rice"
34,529,"Pepper,Rice"
34,530,"Pepper,Rice"
34,531,"Pepper,Rice"
34,532,"Pepper,Rice"
34,533,"Pepper,Rice"
34,534,"Pepper,Rice"
34,535,"Pepper,Rice"
34,536,"Pepper,Rice"
34,537,"Pepper,Rice"
34,538,"Pepper,Rice"
34,539,"Pepper,Rice"
34,540,"Pepper,Rice"
34,541,"Pepper,Rice"
34,542,"Pepper,Rice"
34,543,"Pepper,Rice"
34,544,"Pepper,Rice"
34,545,"Pepper,Rice"
34,546,"Pepper,Rice"
34,547,"Pepper,Rice"
34,548,"Pepper,Rice"
34,549,"Pepper,Rice"
34,550,"Pepper,Rice,Sugar beet "
